customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,totalcharge_tenure_ratio
4355-CVPVS,56,1,1,2,88.9,4968.0,0,88.71
4495-LHSSK,18,1,0,1,57.65,992.7,0,55.15
5655-JSMZM,49,1,0,0,96.2,4718.25,1,96.29
5915-ANOEI,70,1,2,1,79.15,5536.5,0,79.09
9861-PDSZP,72,1,2,3,108.05,7806.6,0,108.43
4505-EXZHB,6,1,0,0,74.4,434.1,1,72.35
7225-CBZPL,17,1,0,0,94.8,1563.9,0,91.99
6704-UTUKK,29,0,0,0,45.9,1332.4,0,45.94
4587-VVTOX,6,1,0,0,105.3,545.2,1,90.87
2019-HDCZY,63,1,2,0,102.6,6296.75,0,99.95
4652-NNHNY,16,1,0,2,73.85,1284.2,1,80.26
8788-DOXSU,59,1,1,2,61.35,3645.5,0,61.79
7404-JLKQG,3,1,0,0,57.55,161.45,0,53.82
7421-ZLUPA,8,0,0,1,29.25,226.95,0,28.37
8972-HJWNV,7,1,0,0,84.55,646.85,1,92.41
3274-NSDWE,68,1,2,3,19.6,1441.65,0,21.2
2632-IVXVF,68,1,2,3,111.75,7511.3,0,110.46
3692-JHONH,52,1,1,0,106.5,5621.85,0,108.11
8915-NNTRC,72,1,2,3,107.7,7919.8,0,110.0
5914-GXMDA,32,1,1,1,19.3,593.2,0,18.54
7463-IFMQU,72,1,2,2,20.05,1423.65,0,19.77
2920-RNCEZ,1,1,0,3,69.95,69.95,0,69.95
2541-YGPKE,42,1,1,3,63.7,2763.35,0,65.79
8515-OCTJS,25,1,2,3,24.75,692.1,1,27.68
5382-TEMLV,45,1,0,2,50.9,2298.55,0,51.08
3441-CGZJH,43,0,1,3,60.4,2640.55,0,61.41
9592-ERDKV,37,1,1,1,79.25,2911.8,0,78.7
2860-RANUS,20,1,0,3,85.8,1727.5,1,86.38
5261-QSHQM,4,0,0,0,24.45,86.6,1,21.65
4778-IZARL,63,1,2,3,110.1,6705.7,0,106.44
0432-CAJZV,3,1,0,1,90.7,237.65,0,79.22
7008-LZVOZ,66,1,2,3,25.3,1672.35,0,25.34
8868-WOZGU,28,1,0,0,105.7,2979.5,1,106.41
1200-TUZHR,8,1,0,0,85.2,695.75,0,86.97
9365-CSLBQ,71,1,2,1,24.35,1654.6,0,23.3
1334-FJSVR,1,0,0,0,24.25,24.25,1,24.25
5884-FBCTL,72,1,2,2,25.1,1857.85,0,25.8
7130-CTCUS,16,1,0,2,54.55,825.1,0,51.57
6242-FEGFD,66,1,2,1,96.6,6424.25,0,97.34
7625-XCQRH,11,1,0,0,76.5,837.95,1,76.18
6194-HBGQN,51,1,1,3,81.15,4126.2,0,80.91
7634-WSWDB,8,0,0,0,38.5,330.8,0,41.35
6986-IXNDM,14,1,0,0,92.9,1337.45,0,95.53
1731-TVIUK,4,1,0,0,93.5,362.2,1,90.55
2987-BJXIK,70,1,2,1,84.7,5991.05,0,85.59
9769-TSBZE,70,1,2,0,66.0,4891.5,0,69.88
0406-BPDVR,54,1,1,3,101.5,5373.1,1,99.5
0618-XWMSS,28,1,0,2,74.9,2068.55,1,73.88
1395-WSWXR,24,1,2,1,20.75,487.05,0,20.29
6023-GSSXW,69,1,2,3,61.45,4131.2,0,59.87
6752-APNJL,42,1,0,1,54.5,2301.15,0,54.79
5276-KQWHG,2,1,0,0,69.6,131.65,1,65.82
0420-HLGXF,39,1,0,0,99.75,4036.0,0,103.49
7446-KQISO,45,1,2,2,109.75,4900.65,0,108.9
9823-EALYC,72,1,2,2,80.85,5727.45,0,79.55
0582-AVCLN,38,1,2,1,20.3,743.05,0,19.55
5803-NQJZO,72,1,2,2,67.8,4804.65,0,66.73
2565-JSLRY,1,1,0,1,24.05,24.05,1,24.05
2607-DHDAK,72,1,2,3,19.8,1414.65,0,19.65
1073-XXCZD,55,1,2,2,25.7,1443.65,0,26.25
0743-HRVFF,51,0,1,0,56.15,2898.95,0,56.84
4006-HKYHO,63,1,2,2,86.7,5309.5,0,84.28
3727-JEZTU,1,1,0,1,20.4,20.4,0,20.4
8143-ETQTI,23,1,2,1,19.65,451.55,0,19.63
6689-KXGBO,1,1,0,0,50.55,50.55,1,50.55
9667-TKTVZ,2,1,0,1,54.35,117.05,0,58.52
3657-COGMW,52,1,0,3,108.1,5839.3,0,112.29
8570-KLJYJ,36,1,1,1,54.45,1893.5,0,52.6
7754-IXRMC,1,1,0,1,45.35,45.35,0,45.35
9473-CBZOP,28,1,1,1,59.0,1654.45,0,59.09
2969-WGHQO,7,1,1,0,69.45,477.05,0,68.15
6615-NGGZJ,14,1,0,0,100.55,1415.55,1,101.11
4334-HOWRP,72,0,2,3,64.95,4546.0,0,63.14
4255-DDUOU,1,1,0,1,20.5,20.5,1,20.5
5863-OOKCL,10,1,0,1,18.85,163.2,0,16.32
1686-STUHN,42,1,1,2,19.8,849.9,0,20.24
1329-VHWNP,7,0,0,2,25.05,189.95,0,27.14
2984-MIIZL,4,1,0,2,74.8,321.9,1,80.47
0266-GMEAO,72,1,2,3,114.3,8058.55,0,111.92
5590-YRFJT,20,0,0,0,24.45,482.8,1,24.14
5574-NXZIU,63,1,2,3,109.2,7049.75,0,111.9
0019-GFNTW,56,0,2,2,45.05,2560.1,0,45.72
4256-ZWTZI,5,1,0,1,51.0,286.8,0,57.36
8309-PPCED,72,1,2,2,110.45,7982.5,0,110.87
4098-NAUKP,68,1,0,0,84.65,5683.6,0,83.58
5196-WPYOW,67,1,1,1,60.05,3994.05,0,59.61
4608-LCIMN,8,1,0,2,44.65,369.15,0,46.14
1485-YDHMM,52,1,0,2,93.25,4631.7,0,89.07
4054-CUMIA,18,1,0,1,20.25,401.95,0,22.33
0603-TPMIB,59,1,2,1,25.45,1534.05,0,26.0
2525-GVKQU,60,1,2,1,20.6,1093.0,0,18.22
8161-QYMTT,7,1,0,0,94.1,701.3,0,100.19
9581-GVBXT,59,0,1,1,34.8,1980.3,0,33.56
5862-BRIXZ,46,0,2,2,60.75,2893.4,0,62.9
5404-GGUKR,5,1,0,0,51.35,262.3,0,52.46
3308-JSGML,59,0,2,3,64.05,3886.85,0,65.88
2126-GSEGL,70,1,2,2,84.8,5917.55,0,84.54
3677-TNKIO,14,1,0,3,71.0,914.0,1,65.29
0440-QEXBZ,44,1,0,1,50.15,2139.1,0,48.62
2434-EEVDB,64,1,2,3,94.6,5948.7,0,92.95
6762-QVYJO,58,0,2,1,59.75,3624.35,0,62.49
6199-IWKGC,46,1,1,0,100.25,4753.85,0,103.34
2675-DHUTR,58,1,0,0,98.9,5780.7,0,99.67
8152-VETUR,72,1,2,3,97.7,6869.7,0,95.41
9667-EQRXU,30,0,0,0,40.3,1172.95,1,39.1
7446-YPODE,11,1,0,2,60.25,662.95,0,60.27
9522-BNTHX,34,0,0,0,56.25,1765.95,0,51.94
4676-WLUHT,54,0,2,2,46.2,2431.95,0,45.04
3329-WDIOK,3,0,0,0,50.6,155.35,1,51.78
7980-MHFLQ,72,1,2,1,24.9,1859.2,0,25.82
2873-ZLIWT,40,1,0,0,84.85,3303.05,1,82.58
3415-TAILE,2,1,0,1,65.7,134.35,1,67.18
0757-WCUUZ,54,1,2,3,63.35,3409.1,0,63.13
1629-DQQVB,14,1,0,2,50.1,709.5,0,50.68
1915-IOFGU,1,1,0,0,70.5,70.5,1,70.5
3045-XETSH,10,1,0,0,94.85,953.45,1,95.34
0374-AACSZ,1,1,0,0,50.15,50.15,0,50.15
7239-HZZCX,1,1,0,1,19.75,19.75,1,19.75
4872-VXRIL,56,1,1,2,64.65,3665.55,0,65.46
9140-CZQZZ,68,1,2,2,79.6,5515.8,0,81.11
3423-HHXAO,14,1,1,1,19.5,272.0,0,19.43
9938-TKDGL,68,1,2,0,99.55,6668.0,0,98.06
0531-ZZJWQ,55,1,0,0,74.0,4052.4,0,73.68
6537-QLGEX,16,0,0,0,38.9,664.4,0,41.52
2688-BHGOG,9,1,0,0,79.55,718.55,0,79.84
7683-CBDKJ,14,1,0,0,65.45,937.6,1,66.97
0946-CLJTI,58,1,0,0,98.7,5812.6,1,100.22
3160-TYXLT,53,0,0,2,46.3,2546.85,0,48.05
1325-USMEC,70,1,2,3,99.35,6944.5,0,99.21
0916-QOFDP,14,1,0,0,95.8,1346.3,0,96.16
0628-CNQRM,22,1,1,2,67.5,1544.05,1,70.18
5606-AMZBO,10,1,0,3,78.15,765.15,0,76.52
6199-IPCAO,29,1,2,1,26.1,692.55,0,23.88
7665-TOALD,1,1,0,0,69.6,69.6,1,69.6
0112-QWPNC,49,1,1,0,84.35,4059.35,1,82.84
0324-BRPCJ,68,1,0,0,100.2,6851.65,1,100.76
2777-PHDEI,1,1,0,0,78.05,78.05,1,78.05
5640-CAXOA,30,0,1,3,40.35,1187.05,0,39.57
2235-EZAIK,72,1,2,3,79.2,5401.9,0,75.03
3847-BAERP,10,1,0,1,20.9,247.0,0,24.7
1196-AMORA,7,1,0,0,73.6,520.0,1,74.29
4282-YMKNA,9,1,0,0,74.75,706.6,1,78.51
1453-RZFON,1,1,0,1,49.9,49.9,0,49.9
8263-OKETD,20,1,0,3,68.9,1370.35,0,68.52
0670-KDOMA,1,1,0,1,20.25,20.25,0,20.25
2476-YGEFM,29,1,0,3,76.0,2215.25,0,76.39
8687-BAFGU,1,1,0,0,74.0,74.0,0,74.0
0641-EVBOJ,3,1,0,1,82.3,214.4,0,71.47
0829-XXPLX,20,1,0,2,89.4,1871.15,0,93.56
9974-JFBHQ,64,1,0,3,99.15,6171.2,0,96.42
5356-RHIPP,1,1,0,1,20.2,20.2,1,20.2
6624-JDRDS,6,0,0,2,29.45,161.45,0,26.91
0608-JDVEC,50,1,2,0,19.8,1013.2,0,20.26
9780-FKVVF,6,1,0,2,59.15,336.7,0,56.12
1919-RTPQD,7,1,0,0,44.75,333.65,0,47.66
5214-NLTIT,72,1,2,3,90.8,6511.8,0,90.44
3345-PBBFH,8,1,0,2,49.55,393.45,0,49.18
5055-BRMNE,67,1,2,3,106.7,7009.5,0,104.62
9189-JWSHV,24,1,0,0,93.55,2264.05,1,94.34
2190-PHBHR,72,1,2,3,94.45,6921.7,0,96.13
2650-GYRYL,33,1,1,2,19.45,600.25,0,18.19
0746-JTRFU,2,0,0,0,25.05,56.35,1,28.18
5208-FVQKB,70,1,2,1,67.95,4664.15,0,66.63
7184-LRUUR,22,1,1,2,65.25,1441.8,0,65.54
6627-CFOSN,59,1,0,2,99.45,5623.7,0,95.32
3982-JGSFD,36,1,1,3,20.35,695.85,0,19.33
1574-DYCWE,51,1,2,1,19.95,1028.75,0,20.17
7247-XOZPB,53,1,1,2,77.4,4155.95,0,78.41
2466-FCCPT,20,1,1,2,19.7,395.6,0,19.78
6211-WWLTF,63,1,2,3,99.7,6330.4,0,100.48
4826-TZEVA,40,1,0,3,74.8,2971.7,0,74.29
6016-NXBNJ,35,1,1,1,19.15,638.0,0,18.23
9138-EFSMO,26,1,1,2,78.95,2034.25,0,78.24
0576-WNXXC,27,1,0,0,95.55,2510.2,1,92.97
4632-XJMEX,53,1,1,3,62.85,3419.5,0,64.52
8910-LEDAG,34,1,0,3,71.55,2427.35,0,71.39
3452-GWUIN,19,1,0,0,94.95,1760.25,0,92.64
2716-GFZOR,43,1,0,3,86.1,3551.65,0,82.6
3724-UCSHY,6,1,0,1,19.55,122.9,0,20.48
8626-XHBIE,56,1,2,1,24.8,1424.2,0,25.43
4628-CTTLA,57,0,0,0,39.3,2111.45,1,37.04
3192-LNKRK,34,1,0,1,84.05,2909.95,0,85.59
4439-YRNVD,10,0,0,0,36.25,374.0,0,37.4
2876-VBBBL,1,1,0,1,20.25,20.25,1,20.25
6834-NXDCA,13,0,0,0,23.9,300.8,1,23.14
2208-UGTGR,56,1,0,0,98.6,5581.05,0,99.66
3005-TYFRD,55,1,0,3,103.65,5676.65,0,103.21
8670-MEFCP,36,1,2,3,92.9,3379.25,0,93.87
3079-BCHLN,47,1,1,2,19.9,942.95,0,20.06
7777-UNYHB,12,1,0,3,20.1,232.4,0,19.37
5597-GLBUC,1,1,0,0,85.45,85.45,1,85.45
7278-CKDNC,24,1,0,0,80.5,2088.45,0,87.02
2748-MYRVK,63,1,1,2,99.9,6137.0,1,97.41
8450-UYIBU,35,0,0,0,39.85,1434.6,0,40.99
2969-VAPYH,67,1,1,3,60.5,3870.0,0,57.76
4822-YCXMX,25,1,0,0,84.8,2043.45,1,81.74
7181-OQCUT,21,1,0,1,103.85,2215.0,0,105.48
8474-UMLNT,13,1,0,2,67.8,842.25,0,64.79
9821-POOTN,35,1,0,0,75.2,2576.2,1,73.61
3836-FZSDJ,71,1,2,2,24.85,1901.0,0,26.77
9142-XMYJH,29,1,0,3,19.35,601.6,0,20.74
6559-ILWKJ,71,0,2,0,49.35,3515.25,1,49.51
0187-QSXOE,7,1,0,0,89.0,605.45,0,86.49
7733-UDMTP,57,0,0,0,55.0,3094.05,0,54.28
2649-HWLYB,65,1,2,2,76.15,4929.55,0,75.84
5214-CHIWJ,27,1,1,1,20.3,595.05,0,22.04
4229-CZMLL,6,1,0,0,74.9,469.8,1,78.3
6904-JLBGY,72,1,2,3,117.35,8436.25,0,117.17
2465-BLLEU,1,1,0,1,19.75,19.75,0,19.75
1685-VAYJF,11,1,0,3,45.2,492.0,0,44.73
8874-EJNSR,39,1,2,1,25.2,987.95,0,25.33
6917-YACBP,59,1,0,0,89.75,5496.9,0,93.17
5049-MUBWG,26,1,1,2,75.0,1908.35,0,73.4
4223-WOZCM,2,1,0,1,49.95,107.1,0,53.55
0769-MURVM,72,0,2,2,65.7,4575.35,0,63.55
9253-VIFJQ,65,1,1,3,67.05,4309.55,0,66.3
7030-FZTFM,72,1,2,3,110.9,7922.75,0,110.04
9741-YLNTD,6,1,0,2,87.95,522.35,0,87.06
5917-RYRMG,32,1,1,3,19.8,587.7,0,18.37
5120-ZBLAI,50,1,1,2,75.7,3876.2,0,77.52
1194-BHJYC,61,0,2,1,62.15,3778.85,0,61.95
3663-MITLP,15,1,0,0,101.25,1457.25,1,97.15
0906-QVPMS,72,1,2,2,115.15,8349.45,0,115.96
9025-ZRPVR,9,1,0,1,18.95,185.6,1,20.62
1905-OEILC,1,1,0,1,19.5,19.5,0,19.5
7858-GTZSP,12,1,0,0,86.55,1066.9,0,88.91
3285-UCQVC,37,0,0,3,28.6,973.55,1,26.31
6248-BSHKG,61,1,1,1,20.4,1226.45,0,20.11
4685-TFLLS,18,1,1,2,19.8,342.3,0,19.02
3470-BTGQO,21,1,0,1,45.65,985.05,0,46.91
1209-VFFOC,68,0,2,1,56.4,3948.45,0,58.07
8224-DWCKX,12,1,0,3,73.3,828.05,0,69.0
5482-PLVPE,2,0,0,0,24.35,41.85,1,20.92
4553-DVPZG,62,1,0,0,101.35,6164.7,0,99.43
4902-OHLSK,29,1,0,0,98.65,2862.75,1,98.72
6917-IAYHD,1,0,0,1,33.6,33.6,0,33.6
0495-ZBNGW,5,1,0,2,79.9,343.95,1,68.79
8620-RJPZN,1,1,0,0,20.7,20.7,0,20.7
7572-KPVKK,62,1,2,0,104.05,6590.5,0,106.3
2642-MAWLJ,36,1,2,2,20.25,717.95,0,19.94
2357-COQEK,28,1,0,0,103.3,2890.65,1,103.24
7103-ZGVNT,69,1,1,3,73.7,4885.85,0,70.81
3737-GCSPV,11,1,0,3,96.2,1222.05,1,111.1
2027-WKXMW,63,1,0,0,108.75,6871.7,0,109.07
7137-NAXML,23,1,1,2,20.15,405.6,0,17.63
2428-ZMCTB,10,1,0,3,19.75,208.25,0,20.82
2961-VNFKL,71,1,2,3,25.95,1801.9,0,25.38
1768-HNVGJ,45,1,0,0,70.05,3062.45,0,68.05
6963-KQYQB,70,1,2,1,24.05,1764.75,0,25.21
5934-RMPOV,22,1,0,0,84.75,1816.75,0,82.58
1207-BLKSA,52,1,2,1,23.05,1255.1,0,24.14
4088-YLDSU,55,1,1,0,104.15,5743.05,1,104.42
8316-BBQAY,65,0,2,3,59.95,3921.1,0,60.32
1166-PQLGG,72,1,2,2,19.55,1463.45,0,20.33
3146-JTQHR,10,1,1,2,19.6,189.45,0,18.94
4291-YZODP,7,1,1,1,20.05,96.8,0,13.83
4395-PZMSN,5,1,0,0,85.55,408.5,0,81.7
6427-FEFIG,24,1,2,3,78.6,1846.65,0,76.94
0017-IUDMW,72,1,2,3,116.8,8456.75,0,117.45
8706-HRADD,21,0,0,1,43.55,1011.5,0,48.17
9955-QOPOY,69,0,1,3,60.8,4263.4,0,61.79
4385-ZKVNW,44,1,0,2,54.9,2549.1,0,57.93
5446-DKWYW,61,1,1,0,65.2,3965.05,0,65.0
2034-CGRHZ,24,1,0,3,102.95,2496.7,1,104.03
5797-APWZC,1,1,0,0,90.6,90.6,1,90.6
3683-QKIUE,6,1,0,2,50.8,288.05,1,48.01
4228-ZGYUW,4,1,0,0,90.05,368.1,1,92.02
9031-ZVQPT,72,1,2,0,108.2,7840.6,0,108.9
2990-IAJSV,72,1,2,2,92.0,6632.75,0,92.12
8107-KNCIM,14,1,0,0,75.1,1013.35,0,72.38
9027-YFHQJ,7,1,0,2,25.05,152.95,0,21.85
5176-LDKUH,48,1,1,0,75.15,3772.65,0,78.6
4644-OBGFZ,55,1,1,1,19.5,1026.35,0,18.66
7926-IJOOU,1,1,0,3,19.3,19.3,0,19.3
6480-YAGIY,45,1,1,3,112.2,5031.85,0,111.82
4029-HPFVY,3,1,0,1,70.3,220.4,0,73.47
7602-DBTOU,71,1,2,1,19.6,1416.5,0,19.95
5345-BMKWB,8,1,0,1,20.25,158.35,0,19.79
3519-ZKXGG,3,1,0,0,75.85,256.6,1,85.53
5457-COLHT,69,1,2,2,80.65,5542.55,0,80.33
6416-TVAIH,1,1,0,0,68.5,68.5,1,68.5
5451-YHYPW,72,1,2,3,115.75,8443.7,0,117.27
5108-ADXWO,11,1,0,0,73.5,791.75,1,71.98
7998-WNZEM,71,1,2,2,80.6,5708.2,0,80.4
3066-RRJIO,1,1,0,1,69.95,69.95,1,69.95
4664-NJCMS,33,0,2,2,59.55,2016.3,0,61.1
0307-BCOPK,16,1,1,1,19.05,326.65,0,20.42
7629-WFGLW,56,1,1,0,95.65,5471.75,0,97.71
2542-HYGIQ,1,1,0,3,19.95,19.95,0,19.95
6715-OFDBP,5,1,0,0,70.05,346.4,1,69.28
5016-LIPDW,57,1,1,1,19.4,1061.6,0,18.62
6481-LXPWL,56,0,1,3,36.1,1971.5,0,35.21
1567-DSCIC,8,1,0,0,94.0,773.65,1,96.71
2150-UWTFY,22,1,0,1,61.15,1422.05,1,64.64
6124-ACRHJ,1,1,0,1,19.75,19.75,0,19.75
9362-MWODR,40,1,0,3,64.1,2460.35,0,61.51
9975-GPKZU,46,1,2,3,19.75,856.5,0,18.62
9625-RZFUK,63,1,2,1,19.7,1275.85,0,20.25
5153-LXKDT,68,1,2,0,110.2,7467.5,0,109.82
5161-UBZXI,69,1,2,3,106.35,7261.75,0,105.24
1020-JPQOW,56,1,0,0,90.55,5116.6,0,91.37
7919-ZODZZ,10,1,1,1,65.9,660.05,0,66.0
0565-JUPYD,63,1,1,3,104.5,6590.8,0,104.62
6867-ACCZI,24,0,2,1,52.5,1208.15,0,50.34
5939-XAIXZ,19,1,0,1,56.1,1033.9,0,54.42
9054-FOWNV,22,1,0,0,88.75,1885.15,0,85.69
2683-BPJSO,29,1,0,0,84.45,2467.1,1,85.07
2157-MXBJS,13,1,1,1,75.3,989.45,1,76.11
8207-VVMYB,70,1,2,2,26.0,2006.95,0,28.67
9732-EQMWY,49,1,0,0,99.4,5025.0,0,102.55
9360-AHGNL,43,1,1,1,109.55,4830.25,1,112.33
1087-UDSIH,3,1,0,1,19.6,59.75,1,19.92
5269-NRGDP,42,1,1,0,73.15,3088.25,0,73.53
6195-MELTI,57,1,1,1,54.65,3134.7,0,54.99
5485-WUYWF,2,1,0,2,66.4,94.55,1,47.28
2121-JAFOM,72,1,2,3,115.55,8312.4,0,115.45
8818-DOPVL,46,1,0,0,104.45,4863.85,0,105.74
2632-UCGVD,66,1,0,3,100.05,6871.9,1,104.12
5445-PZWGX,62,1,1,0,102.0,6529.25,1,105.31
1227-UDMZR,72,1,2,2,91.15,6637.9,0,92.19
5198-HQAEN,35,1,1,0,89.7,3165.6,0,90.45
9170-CCKOU,17,1,0,3,90.2,1454.15,1,85.54
2167-FQSTQ,72,1,2,0,92.4,6786.1,0,94.25
2819-GWENI,28,1,1,1,19.9,543.0,0,19.39
1043-YCUTE,56,1,2,3,25.15,1327.15,1,23.7
3814-MLAXC,31,1,0,3,79.85,2404.15,1,77.55
3572-UUHRS,45,1,1,2,18.85,867.3,0,19.27
2692-PFYTJ,1,1,0,1,25.75,25.75,0,25.75
1226-UDFZR,2,1,0,1,49.6,114.7,1,57.35
5955-EPOAZ,6,1,0,1,20.95,109.5,0,18.25
6821-JPCDC,48,1,1,0,97.05,4692.95,0,97.77
8815-LMFLX,25,1,0,2,25.4,546.85,0,21.87
9135-HSWOC,64,1,2,2,19.7,1274.05,0,19.91
8582-KRHPJ,50,0,0,1,35.0,1782.4,0,35.65
5811-IWXYM,52,1,1,2,101.25,5301.1,0,101.94
7044-YAACC,4,1,0,0,70.2,280.35,0,70.09
8189-XRIKE,32,1,0,0,90.95,2897.95,0,90.56
1506-YJTYT,45,1,2,3,73.85,3371.0,0,74.91
4123-DVHPH,9,1,0,0,88.05,801.3,0,89.03
6425-YQLLO,66,1,1,3,105.95,6975.25,1,105.69
5442-UTCVD,3,1,0,0,91.85,257.05,1,85.68
2228-BZDEE,54,1,2,1,20.1,1079.45,0,19.99
7734-DBOAI,1,0,0,0,40.1,40.1,1,40.1
2789-CZANW,64,1,2,2,110.3,6997.3,0,109.33
2091-RFFBA,31,1,0,0,73.9,2217.15,1,71.52
2114-MGINA,14,1,0,1,89.8,1129.1,1,80.65
7596-LDUXP,12,1,1,3,85.15,979.05,0,81.59
3740-RLMVT,67,1,1,2,60.95,4119.4,0,61.48
4489-SNOJF,35,1,0,0,72.25,2568.55,1,73.39
2192-OZITF,45,1,2,1,73.55,3349.1,0,74.42
5651-CPDND,10,1,0,1,46.0,492.1,0,49.21
2186-QZEYA,29,1,0,2,58.55,1718.95,0,59.27
1131-ALZWV,24,1,1,2,24.6,605.25,0,25.22
7729-XBTWX,66,1,2,1,19.75,1344.5,0,20.37
9134-WYRVP,51,1,1,1,86.35,4267.15,0,83.67
3284-SVCRO,45,1,2,1,25.5,1121.05,0,24.91
9732-OUYRN,49,1,1,3,19.0,918.7,0,18.75
0559-CKHUS,29,1,2,1,19.55,521.8,0,17.99
2931-SVLTV,40,1,0,3,110.1,4469.1,0,111.73
6899-PPEEA,37,1,0,0,96.55,3580.3,1,96.76
7504-UWHNB,25,1,0,0,69.75,1729.35,0,69.17
2582-FFFZR,22,0,0,0,50.6,1073.3,0,48.79
8908-NMQTX,72,0,2,2,65.6,4566.5,0,63.42
2187-LZGPL,7,0,0,3,40.1,293.3,1,41.9
1431-AIDJQ,33,1,2,3,82.1,2603.1,0,78.88
6288-LBEAR,23,1,0,1,79.1,1783.75,0,77.55
4597-NUCQV,24,1,0,0,101.25,2440.15,1,101.67
9019-QVLZD,1,1,0,0,79.55,79.55,1,79.55
8413-YNHNV,69,1,2,1,90.65,6322.1,0,91.62
5808-TOTXO,3,1,1,3,20.55,57.4,0,19.13
4369-NYSCF,56,1,1,2,75.75,4284.65,0,76.51
6333-YDVLT,65,1,1,3,110.0,7138.65,0,109.83
5324-KTGCG,71,1,1,0,20.85,1539.75,0,21.69
5599-HVLTW,14,1,0,2,80.35,1058.1,0,75.58
7394-LWLYN,2,1,0,0,70.15,123.8,0,61.9
3707-LRWZD,32,1,1,0,84.05,2781.85,1,86.93
6873-UDNLD,40,1,0,0,67.45,2731.0,0,68.28
2700-LUEVA,1,1,0,3,20.75,20.75,0,20.75
1455-ESIQH,1,1,0,0,89.1,89.1,1,89.1
0958-YHXGP,7,1,0,1,69.9,497.3,0,71.04
1101-SSWAG,15,1,0,0,51.1,711.15,0,47.41
2979-SXESE,17,1,0,0,94.4,1607.2,1,94.54
4013-TLDHQ,19,1,0,0,78.25,1490.95,1,78.47
5743-KHMNA,71,1,2,2,25.55,1898.1,0,26.73
4194-FJARJ,54,1,2,2,60.0,3273.95,0,60.63
5325-UWTWJ,31,1,0,3,90.55,2929.75,0,94.51
3969-GYXEL,11,1,0,0,76.4,838.7,0,76.25
9208-OLGAQ,18,1,0,0,84.95,1443.65,0,80.2
3244-CQPHU,72,1,2,2,110.1,7746.7,0,107.59
2674-MLXMN,71,1,0,3,99.65,6951.15,0,97.9
9708-HPXWZ,5,0,0,3,45.4,214.75,0,42.95
6992-TKNYO,38,1,1,3,69.0,2669.45,0,70.25
4468-YDOVK,5,1,0,2,48.65,235.2,0,47.04
3754-DXMRT,2,1,0,0,44.15,92.65,1,46.32
5792-JALQC,52,1,2,2,59.85,3103.25,0,59.68
7130-VTEWQ,8,1,0,0,75.75,606.25,1,75.78
2200-DSAAL,68,1,2,0,80.65,5330.2,0,78.39
4302-ZYFEL,69,1,1,3,20.55,1403.1,0,20.33
9351-LZYGF,42,1,0,3,66.4,2727.8,0,64.95
4366-CTOUZ,50,1,2,1,100.2,5038.45,0,100.77
6121-VZNQB,1,1,0,1,19.1,19.1,1,19.1
7903-CMPEY,1,1,0,0,80.3,80.3,1,80.3
1518-OMDIK,33,1,0,3,44.55,1462.6,0,44.32
6671-NGWON,7,1,0,1,20.35,150.6,0,21.51
0595-ITUDF,64,1,0,0,91.8,5960.5,0,93.13
6996-KNSML,1,1,0,0,74.9,74.9,1,74.9
1955-IBMMB,59,1,2,2,20.2,1192.3,0,20.21
0096-BXERS,6,1,0,0,50.35,314.55,0,52.42
3806-YAZOV,3,1,0,1,18.8,56.0,0,18.67
7998-ZLXWN,15,1,0,3,20.45,330.8,0,22.05
6253-WRFHY,13,1,1,0,64.75,877.35,0,67.49
9133-AYJZG,23,1,0,3,98.7,2249.1,0,97.79
2675-OTVVJ,31,1,0,0,89.45,2807.65,0,90.57
8680-CGLTP,29,1,1,0,58.75,1696.2,0,58.49
8430-TWCBX,49,1,1,3,20.7,1032.05,0,21.06
5018-GWURO,56,1,0,2,85.6,4902.8,0,87.55
6741-QRLUP,63,1,2,3,80.3,4995.35,0,79.29
4737-HOBAX,63,1,2,3,79.8,5034.05,0,79.91
0537-QYZZN,24,1,0,0,79.85,1857.75,0,77.41
3340-QBBFM,36,1,1,3,54.1,1992.85,0,55.36
1704-NRWYE,9,1,0,0,80.85,751.65,1,83.52
2592-SEIFQ,3,0,0,0,24.75,66.95,1,22.32
8200-KLNYW,21,1,1,1,80.9,1714.95,0,81.66
3372-CDXFJ,13,1,1,2,24.5,343.6,0,26.43
4781-ZXYGU,1,1,0,2,20.15,20.15,0,20.15
7632-YUTXB,25,1,1,1,20.05,520.1,0,20.8
2718-YSKCS,71,1,2,2,19.6,1387.45,0,19.54
9896-UYMIE,66,1,1,2,114.3,7383.7,0,111.87
0853-NWIFK,45,1,1,0,100.3,4483.95,0,99.64
8212-CRQXP,22,1,0,3,80.0,1706.45,0,77.57
6980-CDGFC,67,1,1,2,20.85,1327.4,0,19.81
7691-XVTZH,68,1,2,2,89.95,5974.3,0,87.86
2520-SGTTA,29,1,2,1,20.0,1397.475,0,48.19
7481-ATQQS,49,1,0,3,90.85,4515.85,1,92.16
2277-VWCNI,4,1,0,1,48.75,179.85,0,44.96
1088-CNNKB,63,1,1,3,80.0,5040.2,0,80.0
8642-GVWRF,2,1,0,2,79.7,165.0,1,82.5
1930-BZLHI,21,1,1,1,20.35,422.7,0,20.13
3400-ESFUW,55,1,2,2,57.55,3046.4,1,55.39
5868-YTYKS,1,1,0,1,20.25,20.25,0,20.25
